model,label,aggregation,side,rank,song_id,title,artist,score
emotion,excitement,token_weighted_mean,low,3,song_d49d1d25e207f2554afb89b51e0aa1da3d223127e941457fd797a5d7b01d75de,What I Need To Do,Kenny Chesney,0.0006888984935358167
emotion,excitement,token_weighted_mean,high,1,song_87e53fe885bfd4484f1ebd768210f7c20f4ff3e5232d7ecb256c0eb84c118eb1,Hangin' On,Chris Young,0.4649387001991272
emotion,excitement,token_weighted_mean,high,2,song_6dc4b05872cf526300be88208f4fd48cdc16f207b865ca7c05fd42fcada13675,Cindy's Birthday,Johnny Crawford,0.3249724805355072
emotion,excitement,token_weighted_mean,high,3,song_72f1e6ab0eb9c3eea261bf3418510cf8ca46eb5d09386d74e937ff2a0b7160f0,Ladies Night,Kool & The Gang,0.2706292122602463
emotion,fear,token_weighted_mean,low,1,song_815056a3d0f74d832a9989d4bcb3e56697b29dd14bd3aaa012fb8c5b6ffde806,I Wrote A Simple Song,Billy Preston,0.00031601122464053333
emotion,fear,token_weighted_mean,low,2,song_a12befe03d55c5fa6fd9c903788a0badba25b5b7525255fc222d72e21ba6dc12,So Long,Firefall,0.000489788712002337
emotion,fear,token_weighted_mean,low,3,song_828a2fabc32543ca52c9c7d0e53a3f25f6182b996df6b3fcb860b8c631774b4c,Feels So Good,Xscape,0.0005570718785747886
emotion,fear,token_weighted_mean,high,1,song_982e85e0772bde84905c4e66075cab71738b9c33711f12180e2c9ebc6a30e58e,Love Me Good,Michael W. Smith,0.09034001637776276
emotion,fear,token_weighted_mean,high,2,song_4cc7506f1e8d8210be05ab31ae91bd610554d866b02bf85d1040cd114b42b273,Never A Time,Genesis,0.05511859431862831
emotion,fear,token_weighted_mean,high,3,song_5b6151e450109eb89d22335df7f3d97858a0b0d0e06a7b9670968701042ab43e,What Happened To Virgil,Lil Durk Featuring Gunna,0.0475557679310441
emotion,gratitude,token_weighted_mean,low,1,song_cba5c90b4d96ba8398dbcda9b64df8f65f27556d422548e4fd0f85d665ffee84,Vigilante Shit,Taylor Swift,4.992881076759659e-05
emotion,gratitude,token_weighted_mean,low,2,song_a84a10eb92bed9d061cf1c2808e9ed888d108308663802e0618fbb34a235137c,Nothing Ever Goes As Planned,Styx,5.8742985856952146e-05
emotion,gratitude,token_weighted_mean,low,3,song_5f0eaf882be171e9e96fec731f59733be3990d8ac7eaf8a258c5eb15da894eb3,You've Got A Friend,James Taylor,6.210922583704814e-05
emotion,gratitude,token_weighted_mean,high,1,song_490e143d0fd6a02b0ba3c323afbcb0dce7212b54f94f8761250dc778ada4125c,Welcome To Tha Carter,Lil Wayne,0.1871483540162444
emotion,gratitude,token_weighted_mean,high,2,song_9d821af9a1e2446b36ca98875f174e35acda58d417c5ae54ee1782d1b5ca2245,Bless You,Martha Reeves & The Vandellas,0.13894324004650116
emotion,gratitude,token_weighted_mean,high,3,song_4193018621671b33686f0f4a8f71a8dce155ed2550680eadcf1af84134cfd4ad,I'll Take Good Care Of You,Garnet Mimms,0.013058893382549286
emotion,grief,token_weighted_mean,low,1,song_e5a9b37663cfbdb5ae172e52dd414002d0cd701bc5969a41cb382007b35a9092,Money Ain't A Thang,JD Featuring Jay-Z,0.0002445532755582067
emotion,grief,token_weighted_mean,low,2,song_f808ae4b4563a70d26400ffefa5cf76248b7c2025e1b427ec117cf0e0aee87de,Magic Power,Triumph,0.0002515064843464643
emotion,grief,token_weighted_mean,low,3,song_fd806b3821bf03e97e417fa26b068546358a5dc336dc9669759f406326f62c9d,You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,0.00025885648210532963
emotion,grief,token_weighted_mean,high,1,song_4a225ece50c775ee4f1d96ae38d401c088742b3f1525d0467f18be399a7233b9,I Missed Me,Jim Reeves,0.038658589124679565
emotion,grief,token_weighted_mean,high,2,song_4cc7506f1e8d8210be05ab31ae91bd610554d866b02bf85d1040cd114b42b273,Never A Time,Genesis,0.02669883891940117
emotion,grief,token_weighted_mean,high,3,song_38ab85ef42919e3470a0bba519d88e130e73773df3fe01aec967b66c83a71a6d,Mary Ann Regrets,Burl Ives,0.021408237516880035
emotion,joy,token_weighted_mean,low,1,song_664173d13f04a2a5f88c02ccd3d38716d26298f2fac6ddfcf6de0871346f004e,Worldwide Steppers,Kendrick Lamar,0.0007098113710526377
emotion,joy,token_weighted_mean,low,2,song_e0a36a17d8a781eb85e23d922f0348860628a7b53cfa659379924565775bb4b5,What's The Matter Here?,"10,000 Maniacs",0.0008110347553156316
emotion,joy,token_weighted_mean,low,3,song_5d5af3444c66dfa9b904e41deae67f9dc3da2e8afe113f76d35d7c17893c4021,Liar,Profyle,0.0008868051809258759
emotion,joy,token_weighted_mean,high,1,song_a7464a3d004fed14e1824802fca94ffd5af3ac71e2e2e34435fccd0ff534a2ed,Happy,Pharrell Williams,0.7509775161743164
emotion,joy,token_weighted_mean,high,2,song_828a2fabc32543ca52c9c7d0e53a3f25f6182b996df6b3fcb860b8c631774b4c,Feels So Good,Xscape,0.7018332481384277
emotion,joy,token_weighted_mean,high,3,song_0213bb2ca26a8b0e613f83fdc3a1bf713269c08a2c6cbcb19d0e85cd0bb40e4f,Floy Joy,The Supremes,0.5548717975616455
emotion,love,token_weighted_mean,low,1,song_a12befe03d55c5fa6fd9c903788a0badba25b5b7525255fc222d72e21ba6dc12,So Long,Firefall,0.00040476827416568995
emotion,love,token_weighted_mean,low,2,song_664173d13f04a2a5f88c02ccd3d38716d26298f2fac6ddfcf6de0871346f004e,Worldwide Steppers,Kendrick Lamar,0.0004238079709466547
emotion,love,token_weighted_mean,low,3,song_3be80d6898e6d7126085bef1a2e577252c3acb8d6fb29059cd60aa374c032093,Flava In Ya Ear,Craig Mack,0.00044726098712999374
emotion,love,token_weighted_mean,high,1,song_e850a0ebd5865cbcde0d7358f03fb5b1793e1d046b07f23d6f6f42c012be6355,Cry Just A Little,Paul Davis,0.9718871712684631
emotion,love,token_weighted_mean,high,2,song_41cdcd17020b65b4e4437210a8c492aaa7bdc0500b9ef269cc7168648a893175,River Deep - Mountain High,The Supremes & Four Tops,0.9526029229164124
emotion,love,token_weighted_mean,high,3,song_be7eac0fa653c7531ff79984dc290b805f805913ea19ea18c4e8bb0a26a7930b,Lipstick Traces (On A Cigarette),The O'Jays,0.952578067779541
emotion,nervousness,token_weighted_mean,low,1,song_cc1c2453fb7685b97a44a7e916f797bdff9a23a8b50beb09f843aa71a8ee5564,Gallant Men,Senator Everett McKinley Dirksen,0.00028786229086108506
emotion,nervousness,token_weighted_mean,low,2,song_f1d664029f6e73d8332f2a5ef74f4733ea56bbd946340d01b4c5169b617c7d8f,Rosones,Tito Double P,0.0002992249792441726
emotion,nervousness,token_weighted_mean,low,3,song_815056a3d0f74d832a9989d4bcb3e56697b29dd14bd3aaa012fb8c5b6ffde806,I Wrote A Simple Song,Billy Preston,0.00032823203946463764
emotion,nervousness,token_weighted_mean,high,1,song_e12f73c01a9b74f42d83be6090427aacf2b73668f80c0ff93c72f9ce5a7a0f79,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,0.06210764870047569
emotion,nervousness,token_weighted_mean,high,2,song_4cc7506f1e8d8210be05ab31ae91bd610554d866b02bf85d1040cd114b42b273,Never A Time,Genesis,0.04800310730934143
emotion,nervousness,token_weighted_mean,high,3,song_a7772f327e3a3cfafd258cd3b2e22efc03d987310de5204015249aca809adaf3,Help!,The Beatles,0.04535147547721863
emotion,optimism,token_weighted_mean,low,1,song_8e7a07712e424d6dc71b31f594afafc6604cf5d4f09fcf81c91908a2c45b979d,Anaconda,Nicki Minaj,0.0013603270053863525
emotion,optimism,token_weighted_mean,low,2,song_be18506dff183b6a8ee7e34e0063fde1d8f047a431bce1ad15210cd247070d71,No Scrubs,TLC,0.0014784301165491343
emotion,optimism,token_weighted_mean,low,3,song_9dbb323d50307798742301129921ec5b11ae34a454a7ed4fbbd105278a4e07c1,Mr. October,Bad Bunny,0.0015127590014201808
emotion,optimism,token_weighted_mean,high,1,song_23d90431f2ad7d4f8d31fc70fb9bc9aad106a4f8849752e76e878e6e017eb477,Imagine,John Lennon/Plastic Ono Band,0.47620466351509094
emotion,optimism,token_weighted_mean,high,2,song_e8f0cbf6b127bb0d2d327524f99a3faffc1aa86c24cd4d6f2f351910f8dba31c,Survivor,Destiny's Child,0.34095838900006953
emotion,optimism,token_weighted_mean,high,3,song_dd86150211a00481ca2a80067939457ef346cce917ed900d58478305c74811a2,It's Only Make Believe,Glen Campbell,0.32854846119880676
emotion,pride,token_weighted_mean,low,1,song_05be1f29e67911d8e269dbbba495ee25b92120a0aba32db094923f7adf2183b7,Are We Ourselves?,The Fixx,9.938408038578928e-05
emotion,pride,token_weighted_mean,low,2,song_117729f1bc413e31e8149049b7309c6ccf166f72419ae410a62c847ad8a70059,Would It Make Any Difference To You,Etta James,0.00013125676196068525
emotion,pride,token_weighted_mean,low,3,song_1412311414a73f8a8432337045a7f785b4dab467abd618d008b2ae0948df2b24,The Voice,The Moody Blues,0.00013872855925001204
emotion,pride,token_weighted_mean,high,1,song_beae324dbfbd3d29294643d2f1938b0205c4b9c455a55bd53f5c494c91253adb,Boondocks,Little Big Town,0.17243752485956065
emotion,pride,token_weighted_mean,high,2,song_a7772f327e3a3cfafd258cd3b2e22efc03d987310de5204015249aca809adaf3,Help!,The Beatles,0.019527385011315346
emotion,pride,token_weighted_mean,high,3,song_7cfaf4be60351ae529bbb4b6a7b493826b52baf2985f565b0e889b3c23ab5e29,The Most Beautiful Girl In The World,Prince,0.012916933745145798
emotion,realization,token_weighted_mean,low,1,song_a2b0d57e3aeceb90c67f1e0c89daa02a72b08196d8d9b1caf4efa7677c4a847b,Please Me,Cardi B & Bruno Mars,0.0029280539602041245
emotion,realization,token_weighted_mean,low,2,song_9d821af9a1e2446b36ca98875f174e35acda58d417c5ae54ee1782d1b5ca2245,Bless You,Martha Reeves & The Vandellas,0.0033962747547775507
emotion,realization,token_weighted_mean,low,3,song_89d75c9f3c3a88e6888930caa50d728f6bdfa0b90fe8fa2978b32e8582e20df0,Get The Party Started,P!nk,0.003530096495524049
emotion,realization,token_weighted_mean,high,1,song_4881f8befad3c29b4557c7e7b5c098ce567212185b88f68f63c0717cfc803994,Man In The Mirror,Michael Jackson,0.13403270114213228
emotion,realization,token_weighted_mean,high,2,song_0c97bdf048572221cf295545083a45a1572bcc8f0c307a006c0956c93c908099,Over It,Katharine McPhee,0.13313340125137202
emotion,realization,token_weighted_mean,high,3,song_84fb3306a13f9324e94484bea63edeaa1e6248de1587badbb758a41c3fef27e6,Because I Got High,Afroman,0.1276968005741453
emotion,relief,token_weighted_mean,low,1,song_e5a9b37663cfbdb5ae172e52dd414002d0cd701bc5969a41cb382007b35a9092,Money Ain't A Thang,JD Featuring Jay-Z,0.0002571989110235692
emotion,relief,token_weighted_mean,low,2,song_11fde80db739a6f64d0a9d9b691cf7b6526c1ba2e830f676d5e4a336c17c9df8,How Country Feels,Randy Houser,0.0002973236842080951
emotion,relief,token_weighted_mean,low,3,song_05be1f29e67911d8e269dbbba495ee25b92120a0aba32db094923f7adf2183b7,Are We Ourselves?,The Fixx,0.0003100108297076076
emotion,relief,token_weighted_mean,high,1,song_a7772f327e3a3cfafd258cd3b2e22efc03d987310de5204015249aca809adaf3,Help!,The Beatles,0.06359629333019257
emotion,relief,token_weighted_mean,high,2,song_a7464a3d004fed14e1824802fca94ffd5af3ac71e2e2e34435fccd0ff534a2ed,Happy,Pharrell Williams,0.03292306512594223
emotion,relief,token_weighted_mean,high,3,song_beae324dbfbd3d29294643d2f1938b0205c4b9c455a55bd53f5c494c91253adb,Boondocks,Little Big Town,0.030435156368184835
emotion,remorse,token_weighted_mean,low,1,song_dde6cccf06049e639f7a816a60982f1646926c7007a974ecfcd938c2dbf1c191,Maniac,Michael Sembello,0.00012278986105229706
emotion,remorse,token_weighted_mean,low,2,song_e5a9b37663cfbdb5ae172e52dd414002d0cd701bc5969a41cb382007b35a9092,Money Ain't A Thang,JD Featuring Jay-Z,0.0001648954170024845
emotion,remorse,token_weighted_mean,low,3,song_0ae5f6cefc72dd648e4af242ede9fc3a429075b6a2fa40106e6966410ea88dc5,Super Freak (Part I),Rick James,0.00016843824414536357
emotion,remorse,token_weighted_mean,high,1,song_1e523b8a34f3b5d309a467bfc9d134b74834090161cbaf0a73603f782ea9ee29,Sorry,Justin Bieber,0.8024336695671082
emotion,remorse,token_weighted_mean,high,2,song_9516d36aedd98b099b12edb7e8583f29c12aa762b3a6497bc93b0b23acf9f418,I'm Sorry,Lil Uzi Vert,0.45179782807826996
emotion,remorse,token_weighted_mean,high,3,song_dd485d25877ca1180d8dfe3c9fd36a556c930b5c2f8cf45973c034db9ddaf484,Leave A Light On,Belinda Carlisle,0.09572185575962067
emotion,sadness,token_weighted_mean,low,1,song_c4eabeecb02281b19acf05dac0942d25da1b7cae44fc83479a18c5a5594546ab,"Go, Jimmy, Go",Jimmy Clanton,0.0007414094870910048
emotion,sadness,token_weighted_mean,low,2,song_0ae5f6cefc72dd648e4af242ede9fc3a429075b6a2fa40106e6966410ea88dc5,Super Freak (Part I),Rick James,0.0007547834247816354
emotion,sadness,token_weighted_mean,low,3,song_dde6cccf06049e639f7a816a60982f1646926c7007a974ecfcd938c2dbf1c191,Maniac,Michael Sembello,0.0007664045551791787
emotion,sadness,token_weighted_mean,high,1,song_4a225ece50c775ee4f1d96ae38d401c088742b3f1525d0467f18be399a7233b9,I Missed Me,Jim Reeves,0.8319674730300903
emotion,sadness,token_weighted_mean,high,2,song_4cc7506f1e8d8210be05ab31ae91bd610554d866b02bf85d1040cd114b42b273,Never A Time,Genesis,0.8283973336219788
emotion,sadness,token_weighted_mean,high,3,song_38ab85ef42919e3470a0bba519d88e130e73773df3fe01aec967b66c83a71a6d,Mary Ann Regrets,Burl Ives,0.7811785936355591
emotion,surprise,token_weighted_mean,low,1,song_2d1e136f70b14cbd83c69d01eb86a415f2edaab314e912aa55ae921ce76f9873,2U,David Guetta Featuring Justin Bieber,0.0004073901509400457
emotion,surprise,token_weighted_mean,low,2,song_52d717b9eb2516949c777c9c8731a532ce779c0eb5872d6023ce3b1b2fae8d86,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,0.0004191759581508886
emotion,surprise,token_weighted_mean,low,3,song_7581bf1aa60711a8fb70d6f74beab7986e56b266a494f31317d281a2e6fbe93c,"Frankie's Man, Johnny",Johnny Cash,0.0004329978546593338
emotion,surprise,token_weighted_mean,high,1,song_49d0dea7fd546e82089ee720332cf4ab5b94fa2b3087f810f10461310152399a,halfcrazy,Musiq,0.2938305385593881
emotion,surprise,token_weighted_mean,high,2,song_a22606f73b2eb26912bcd4c63b31ac5c72f573b98d06a74097ac6988b8a4761a,God Must Have Spent A Little More Time On You,Alabama Featuring 'N Sync,0.1320333033800125
emotion,surprise,token_weighted_mean,high,3,song_9277254377f0ed6ea2c94d6f5d17ee81782d30bd4f80f6185a6d4d87c99850f7,Hold On,Ian Gomm,0.11235105246305466
emotion,neutral,token_weighted_mean,low,1,song_e850a0ebd5865cbcde0d7358f03fb5b1793e1d046b07f23d6f6f42c012be6355,Cry Just A Little,Paul Davis,0.00962828565388918
emotion,neutral,token_weighted_mean,low,2,song_a9417fe5b49241ddee5b63be9a3fe138548c5ec77db57e1201268cae0273529e,Since I Fell For You,Charlie Rich,0.01303352415561676
emotion,neutral,token_weighted_mean,low,3,song_4193018621671b33686f0f4a8f71a8dce155ed2550680eadcf1af84134cfd4ad,I'll Take Good Care Of You,Garnet Mimms,0.018820112571120262
emotion,neutral,token_weighted_mean,high,1,song_fed7c74ad967767c8732088a2935e6279881ee63bf2cc773490807c416c8707a,La Bamba,Ritchie Valens,0.9657362103462219
emotion,neutral,token_weighted_mean,high,2,song_02774fe4f56b6d0a37952e7ecde8456be181bcb74ccb21de416a2aaf61e6f01c,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,0.9602775871753693
emotion,neutral,token_weighted_mean,high,3,song_f1d664029f6e73d8332f2a5ef74f4733ea56bbd946340d01b4c5169b617c7d8f,Rosones,Tito Double P,0.9564173817634583
sentiment,negative,token_weighted_mean,low,1,song_c0c862864db358e90588de9f7252a57d2071427842018127b437850496d715fa,Amen,The Impressions,0.10829422622919083
sentiment,negative,token_weighted_mean,low,2,song_a5796aaae59d201c1e3deeacae5e2109ffeaf8181d6a0cc53d4179eef0117ee2,Cinnamon Girl,Neil Young & Crazy Horse,0.1201099380850792
sentiment,negative,token_weighted_mean,low,3,song_b10199f4fcf60c75729c81ed97259c8e6aa9673cdcb93acdc6f4171e7cf8d945,What A Wonderful World,Louis Armstrong,0.1241217777132988
sentiment,negative,token_weighted_mean,high,1,song_73fbb9f604cb292bdaf3f319390e188d21615475a6a3d28edf6ac1e542bb9ab8,Human Nature,Madonna,0.5053280591964722
sentiment,negative,token_weighted_mean,high,2,song_8c9359eb2bcab6780ed3a7cdca143da09375324d2952065a07d7adb88bf11161,Foolish Heart,Steve Perry,0.4878329038619995
sentiment,negative,token_weighted_mean,high,3,song_ed5fc8c4fed301a8e973065316ce27e8c6f68575411890467a66fd5ba26d8bed,The Cure,Olivia Rodrigo,0.47808334287713744
sentiment,neutral,token_weighted_mean,low,1,song_b10199f4fcf60c75729c81ed97259c8e6aa9673cdcb93acdc6f4171e7cf8d945,What A Wonderful World,Louis Armstrong,0.30979958176612854
sentiment,neutral,token_weighted_mean,low,2,song_4eedaac548f0db66c979575510092e16f414750629bddb6217182d6a43faa1ca,Love Makes A Woman,Barbara Acklin,0.3301672637462616
sentiment,neutral,token_weighted_mean,low,3,song_70c1dfe984e3e546f3fbcec256b41023637c8fd480ba3adfb34647894f32f4f0,Lady Jane,The Rolling Stones,0.3332723379135132
sentiment,neutral,token_weighted_mean,high,1,song_a0d2022d699c35704ab0f0e43a6856fcd3fa30930d806529eb228106de34770e,Let It Be,The Beatles,0.5388665199279785
sentiment,neutral,token_weighted_mean,high,2,song_117729f1bc413e31e8149049b7309c6ccf166f72419ae410a62c847ad8a70059,Would It Make Any Difference To You,Etta James,0.518848717212677
sentiment,neutral,token_weighted_mean,high,3,song_1110ad0e721685ec873afc6cc8372d1da569f6f1d519bdd799cd7c8d00631393,Listen To Her Heart,Tom Petty,0.5088563561439514
sentiment,positive,token_weighted_mean,low,1,song_73fbb9f604cb292bdaf3f319390e188d21615475a6a3d28edf6ac1e542bb9ab8,Human Nature,Madonna,0.13955848664045334
sentiment,positive,token_weighted_mean,low,2,song_8c9359eb2bcab6780ed3a7cdca143da09375324d2952065a07d7adb88bf11161,Foolish Heart,Steve Perry,0.15546144545078278
sentiment,positive,token_weighted_mean,low,3,song_0349520b5c7c2e4422a70fce1d2df78432df63f0a6e704fa01bbfef8e34ebe24,I Just Don't Know What To Do With Myself,Dionne Warwick,0.160888671875
sentiment,positive,token_weighted_mean,high,1,song_b10199f4fcf60c75729c81ed97259c8e6aa9673cdcb93acdc6f4171e7cf8d945,What A Wonderful World,Louis Armstrong,0.5660786628723145
sentiment,positive,token_weighted_mean,high,2,song_95608ea2e15a20489c14c3226405cb9cf2ea0862cd77e786705f890b46a97925,Sleep,Little Willie John,0.539169192314148
sentiment,positive,token_weighted_mean,high,3,song_70c1dfe984e3e546f3fbcec256b41023637c8fd480ba3adfb34647894f32f4f0,Lady Jane,The Rolling Stones,0.5224130749702454
bart,romance,token_weighted_mean,low,1,song_3be80d6898e6d7126085bef1a2e577252c3acb8d6fb29059cd60aa374c032093,Flava In Ya Ear,Craig Mack,0.08524095191966302
bart,romance,token_weighted_mean,low,2,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.12051201008613018
bart,romance,token_weighted_mean,low,3,song_e0a36a17d8a781eb85e23d922f0348860628a7b53cfa659379924565775bb4b5,What's The Matter Here?,"10,000 Maniacs",0.13880611094795686
bart,romance,token_weighted_mean,high,1,song_49444e52efc677ac5bbdb87422be8b88c555f18f38a1301ade4d6d7dc7acc9c3,You Don't Have To Be A Star (To Be In My Show),Marilyn McCoo & Billy Davis Jr.,0.999634969819379
bart,romance,token_weighted_mean,high,2,song_1130d71736864e2f32c66a5784e269842b861afc685af864962777b4ea459b76,Soul Man,Blues Brothers,0.9994396439816263
bart,romance,token_weighted_mean,high,3,song_ddd4c1911d61ba872c932e1ebf7bab492d51ca29e94feea236ab5efa08127983,I Miss You,Joe Public,0.9990070941389673
bart,heartbreak,token_weighted_mean,low,1,song_a5796aaae59d201c1e3deeacae5e2109ffeaf8181d6a0cc53d4179eef0117ee2,Cinnamon Girl,Neil Young & Crazy Horse,0.03853054653266693
bart,heartbreak,token_weighted_mean,low,2,song_8dc915eed4c70e3c837e01cd5e20204612237664f511b3bef8fbde1bbd51f7d9,Wiggle It,2 In A Room,0.10959104182237252
bart,heartbreak,token_weighted_mean,low,3,song_b10199f4fcf60c75729c81ed97259c8e6aa9673cdcb93acdc6f4171e7cf8d945,What A Wonderful World,Louis Armstrong,0.11408615983328892
bart,heartbreak,token_weighted_mean,high,1,song_57b6fb5de42d0b76a982ad6d6b780aa368d65adfecd872c1522c7c3660a04cb4,Eternity,Alex Warren,0.9992033324848618
bart,heartbreak,token_weighted_mean,high,2,song_9277254377f0ed6ea2c94d6f5d17ee81782d30bd4f80f6185a6d4d87c99850f7,Hold On,Ian Gomm,0.9991740279521136
bart,heartbreak,token_weighted_mean,high,3,song_a9417fe5b49241ddee5b63be9a3fe138548c5ec77db57e1201268cae0273529e,Since I Fell For You,Charlie Rich,0.9990675154929539
bart,sexual,token_weighted_mean,low,1,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.06406215875045546
bart,sexual,token_weighted_mean,low,2,song_6dc4b05872cf526300be88208f4fd48cdc16f207b865ca7c05fd42fcada13675,Cindy's Birthday,Johnny Crawford,0.15732791368157548
bart,sexual,token_weighted_mean,low,3,song_b10199f4fcf60c75729c81ed97259c8e6aa9673cdcb93acdc6f4171e7cf8d945,What A Wonderful World,Louis Armstrong,0.2864439242014227
bart,sexual,token_weighted_mean,high,1,song_a2b0d57e3aeceb90c67f1e0c89daa02a72b08196d8d9b1caf4efa7677c4a847b,Please Me,Cardi B & Bruno Mars,0.9969311923910547
bart,sexual,token_weighted_mean,high,2,song_97dde8742e0cc2461773a6d71873bf7831160cc7b3b82fcb096f1022b4c12759,WAP,Cardi B Featuring Megan Thee Stallion,0.9928072421190748
bart,sexual,token_weighted_mean,high,3,song_a9824e4acd085fbd53e561a95b0a44b852833928c774ab7affba998ddfec95a6,Closer,Nine Inch Nails,0.988641442890692
bart,violence,token_weighted_mean,low,1,song_6dc4b05872cf526300be88208f4fd48cdc16f207b865ca7c05fd42fcada13675,Cindy's Birthday,Johnny Crawford,0.023367509924467438
bart,violence,token_weighted_mean,low,2,song_b10199f4fcf60c75729c81ed97259c8e6aa9673cdcb93acdc6f4171e7cf8d945,What A Wonderful World,Louis Armstrong,0.027266382476139585
bart,violence,token_weighted_mean,low,3,song_48c9a31f32d37489d6e49c8e3c9c2b203b5393562fbdbb3ce735de99f9c08e9e,Seven Bridges Road,Eagles,0.030520205738179318
bart,violence,token_weighted_mean,high,1,song_3be80d6898e6d7126085bef1a2e577252c3acb8d6fb29059cd60aa374c032093,Flava In Ya Ear,Craig Mack,0.99964934109565
bart,violence,token_weighted_mean,high,2,song_e2c1ed4ba63771b7e206087975fadfe2d4942fdc015891840947f04e2959c89b,Need It,Migos Featuring YoungBoy Never Broke Again,0.9978069153666712
bart,violence,token_weighted_mean,high,3,song_c0eeb4729f1ae33d58424899c3c15392241f8e296e88cad503bcb8fe60060eed,Never Hating,Lil Baby & Young Thug,0.9964318389450731
bart,profanity,token_weighted_mean,low,1,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.0801860076903876
bart,profanity,token_weighted_mean,low,2,song_6dc4b05872cf526300be88208f4fd48cdc16f207b865ca7c05fd42fcada13675,Cindy's Birthday,Johnny Crawford,0.16357855470477
bart,profanity,token_weighted_mean,low,3,song_f0dabdf8d0646ea373fbd165249ce5d26b1ba2c6e4a65f1214d7cc750388072a,Mountain Of Love,Johnny Rivers,0.2610374015674358
bart,profanity,token_weighted_mean,high,1,song_3be80d6898e6d7126085bef1a2e577252c3acb8d6fb29059cd60aa374c032093,Flava In Ya Ear,Craig Mack,0.9967411814312804
bart,profanity,token_weighted_mean,high,2,song_c0eeb4729f1ae33d58424899c3c15392241f8e296e88cad503bcb8fe60060eed,Never Hating,Lil Baby & Young Thug,0.995951267912846
bart,profanity,token_weighted_mean,high,3,song_97dde8742e0cc2461773a6d71873bf7831160cc7b3b82fcb096f1022b4c12759,WAP,Cardi B Featuring Megan Thee Stallion,0.995628565056946
bart,drugs,token_weighted_mean,low,1,song_6dc4b05872cf526300be88208f4fd48cdc16f207b865ca7c05fd42fcada13675,Cindy's Birthday,Johnny Crawford,0.041378980253836496
bart,drugs,token_weighted_mean,low,2,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.04255396583230131
bart,drugs,token_weighted_mean,low,3,song_120331d2247754424d30484b3670c2d5c1ce827e7072814177b00993de5c5d32,Sunshine In The Shade,The Fixx,0.096625260122721
bart,drugs,token_weighted_mean,high,1,song_e2c1ed4ba63771b7e206087975fadfe2d4942fdc015891840947f04e2959c89b,Need It,Migos Featuring YoungBoy Never Broke Again,0.9981223200634268
bart,drugs,token_weighted_mean,high,2,song_dcd6fc07dd41fb2112e83cc37ad3cb0288359e4b90661faeb2891c6a2a7f5e89,The Hills,The Weeknd,0.9921252195583212
bart,drugs,token_weighted_mean,high,3,song_0952b517e2fef799bf238e7dc58b1371cc57ea3450759f0c13ba18c1ca658fc1,America Has A Problem,Beyonce Featuring Kendrick Lamar,0.9914731418434075
bart,alcohol,token_weighted_mean,low,1,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.09587513543461669
bart,alcohol,token_weighted_mean,low,2,song_b10199f4fcf60c75729c81ed97259c8e6aa9673cdcb93acdc6f4171e7cf8d945,What A Wonderful World,Louis Armstrong,0.10487095109718574
bart,alcohol,token_weighted_mean,low,3,song_120331d2247754424d30484b3670c2d5c1ce827e7072814177b00993de5c5d32,Sunshine In The Shade,The Fixx,0.1120957682073008
bart,alcohol,token_weighted_mean,high,1,song_97cfc67489dd849a26253fcdefcaff63ecc2b80e39a5a4b394c09a496e723f59,You Better You Bet,The Who,0.9858463854748208
bart,alcohol,token_weighted_mean,high,2,song_02774fe4f56b6d0a37952e7ecde8456be181bcb74ccb21de416a2aaf61e6f01c,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,0.9847061312954708
bart,alcohol,token_weighted_mean,high,3,song_87e53fe885bfd4484f1ebd768210f7c20f4ff3e5232d7ecb256c0eb84c118eb1,Hangin' On,Chris Young,0.9818440162353567
bart,crime,token_weighted_mean,low,1,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.016384202314854154
bart,crime,token_weighted_mean,low,2,song_6dc4b05872cf526300be88208f4fd48cdc16f207b865ca7c05fd42fcada13675,Cindy's Birthday,Johnny Crawford,0.017032475216747438
bart,crime,token_weighted_mean,low,3,song_2a783aa21125846631c321e170948f1689071a051714cf6e57c7cfb4ba6c8b89,Let's Get It On,Marvin Gaye,0.021250506081865423
bart,crime,token_weighted_mean,high,1,song_e2c1ed4ba63771b7e206087975fadfe2d4942fdc015891840947f04e2959c89b,Need It,Migos Featuring YoungBoy Never Broke Again,0.9941215452363368
