primary_genre,classifier,possible_months,months_genre_absent,months_present_without_scores,months_below_minimum,months_below_minimum_pct,months_present_below_minimum,present_months_failure_pct,sufficient_months,valid_rolling_endpoints,individual_plot_generated
All genres,detox_identity_attack,818,0,0,0,0,0,0,818,807,False
All genres,detox_insult,818,0,0,0,0,0,0,818,807,False
All genres,detox_obscene,818,0,0,0,0,0,0,818,807,False
All genres,detox_severe_toxicity,818,0,0,0,0,0,0,818,807,False
All genres,detox_sexual_explicit,818,0,0,0,0,0,0,818,807,False
All genres,detox_threat,818,0,0,0,0,0,0,818,807,False
All genres,detox_toxicity,818,0,0,0,0,0,0,818,807,False
All genres,emotion_admiration,818,0,0,0,0,0,0,818,807,False
All genres,emotion_amusement,818,0,0,0,0,0,0,818,807,False
All genres,emotion_anger,818,0,0,0,0,0,0,818,807,False
All genres,emotion_annoyance,818,0,0,0,0,0,0,818,807,False
All genres,emotion_approval,818,0,0,0,0,0,0,818,807,False
All genres,emotion_caring,818,0,0,0,0,0,0,818,807,False
All genres,emotion_confusion,818,0,0,0,0,0,0,818,807,False
All genres,emotion_curiosity,818,0,0,0,0,0,0,818,807,False
All genres,emotion_desire,818,0,0,0,0,0,0,818,807,False
All genres,emotion_disappointment,818,0,0,0,0,0,0,818,807,False
All genres,emotion_disapproval,818,0,0,0,0,0,0,818,807,False
All genres,emotion_disgust,818,0,0,0,0,0,0,818,807,False
All genres,emotion_embarrassment,818,0,0,0,0,0,0,818,807,False
All genres,emotion_excitement,818,0,0,0,0,0,0,818,807,False
All genres,emotion_fear,818,0,0,0,0,0,0,818,807,False
All genres,emotion_gratitude,818,0,0,0,0,0,0,818,807,False
All genres,emotion_grief,818,0,0,0,0,0,0,818,807,False
All genres,emotion_joy,818,0,0,0,0,0,0,818,807,False
All genres,emotion_love,818,0,0,0,0,0,0,818,807,False
All genres,emotion_nervousness,818,0,0,0,0,0,0,818,807,False
All genres,emotion_neutral,818,0,0,0,0,0,0,818,807,False
All genres,emotion_optimism,818,0,0,0,0,0,0,818,807,False
All genres,emotion_pride,818,0,0,0,0,0,0,818,807,False
All genres,emotion_realization,818,0,0,0,0,0,0,818,807,False
All genres,emotion_relief,818,0,0,0,0,0,0,818,807,False
All genres,emotion_remorse,818,0,0,0,0,0,0,818,807,False
All genres,emotion_sadness,818,0,0,0,0,0,0,818,807,False
All genres,emotion_surprise,818,0,0,0,0,0,0,818,807,False
All genres,ll_explicit_language,818,0,0,0,0,0,0,818,807,False
All genres,ll_sexual_content,818,0,0,0,0,0,0,818,807,False
All genres,ll_substance_use,818,0,0,0,0,0,0,818,807,False
All genres,ll_violence,818,0,0,0,0,0,0,818,807,False
All genres,sentiment_negative,818,0,0,0,0,0,0,818,807,False
All genres,sentiment_neutral,818,0,0,0,0,0,0,818,807,False
All genres,sentiment_positive,818,0,0,0,0,0,0,818,807,False
Afrobeats / African Pop,detox_identity_attack,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,detox_insult,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,detox_obscene,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,detox_severe_toxicity,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,detox_sexual_explicit,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,detox_threat,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,detox_toxicity,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_admiration,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_amusement,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_anger,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_annoyance,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_approval,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_caring,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_confusion,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_curiosity,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_desire,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_disappointment,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_disapproval,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_disgust,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_embarrassment,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_excitement,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_fear,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_gratitude,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_grief,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_joy,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_love,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_nervousness,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_neutral,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_optimism,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_pride,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_realization,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_relief,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_remorse,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_sadness,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,emotion_surprise,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,ll_explicit_language,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,ll_sexual_content,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,ll_substance_use,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,ll_violence,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,sentiment_negative,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,sentiment_neutral,818,780,8,818,100,38,100,0,0,False
Afrobeats / African Pop,sentiment_positive,818,780,8,818,100,38,100,0,0,False
Alternative / Indie,detox_identity_attack,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,detox_insult,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,detox_obscene,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,detox_severe_toxicity,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,detox_sexual_explicit,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,detox_threat,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,detox_toxicity,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_admiration,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_amusement,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_anger,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_annoyance,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_approval,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_caring,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_confusion,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_curiosity,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_desire,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_disappointment,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_disapproval,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_disgust,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_embarrassment,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_excitement,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_fear,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_gratitude,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_grief,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_joy,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_love,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_nervousness,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_neutral,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_optimism,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_pride,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_realization,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_relief,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_remorse,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_sadness,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,emotion_surprise,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,ll_explicit_language,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,ll_sexual_content,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,ll_substance_use,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,ll_violence,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,sentiment_negative,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,sentiment_neutral,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Alternative / Indie,sentiment_positive,818,267,14,563,68.82640587,296,53.72050817,255,87,True
Country,detox_identity_attack,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,detox_insult,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,detox_obscene,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,detox_severe_toxicity,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,detox_sexual_explicit,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,detox_threat,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,detox_toxicity,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_admiration,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_amusement,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_anger,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_annoyance,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_approval,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_caring,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_confusion,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_curiosity,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_desire,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_disappointment,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_disapproval,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_disgust,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_embarrassment,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_excitement,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_fear,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_gratitude,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_grief,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_joy,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_love,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_nervousness,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_neutral,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_optimism,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_pride,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_realization,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_relief,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_remorse,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_sadness,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,emotion_surprise,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,ll_explicit_language,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,ll_sexual_content,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,ll_substance_use,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,ll_violence,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,sentiment_negative,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,sentiment_neutral,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Country,sentiment_positive,818,72,9,297,36.30806846,225,30.16085791,521,355,True
Electronic / Dance,detox_identity_attack,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,detox_insult,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,detox_obscene,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,detox_severe_toxicity,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,detox_sexual_explicit,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,detox_threat,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,detox_toxicity,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_admiration,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_amusement,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_anger,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_annoyance,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_approval,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_caring,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_confusion,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_curiosity,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_desire,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_disappointment,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_disapproval,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_disgust,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_embarrassment,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_excitement,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_fear,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_gratitude,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_grief,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_joy,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_love,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_nervousness,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_neutral,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_optimism,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_pride,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_realization,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_relief,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_remorse,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_sadness,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,emotion_surprise,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,ll_explicit_language,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,ll_sexual_content,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,ll_substance_use,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,ll_violence,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,sentiment_negative,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,sentiment_neutral,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Electronic / Dance,sentiment_positive,818,242,20,541,66.13691932,299,51.90972222,277,92,True
Folk / Singer-Songwriter,detox_identity_attack,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,detox_insult,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,detox_obscene,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,detox_severe_toxicity,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,detox_sexual_explicit,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,detox_threat,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,detox_toxicity,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_admiration,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_amusement,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_anger,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_annoyance,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_approval,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_caring,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_confusion,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_curiosity,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_desire,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_disappointment,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_disapproval,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_disgust,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_embarrassment,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_excitement,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_fear,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_gratitude,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_grief,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_joy,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_love,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_nervousness,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_neutral,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_optimism,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_pride,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_realization,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_relief,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_remorse,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_sadness,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,emotion_surprise,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,ll_explicit_language,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,ll_sexual_content,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,ll_substance_use,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,ll_violence,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,sentiment_negative,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,sentiment_neutral,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Folk / Singer-Songwriter,sentiment_positive,818,359,16,772,94.37652812,413,89.97821351,46,0,False
Gospel / Christian,detox_identity_attack,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,detox_insult,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,detox_obscene,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,detox_severe_toxicity,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,detox_sexual_explicit,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,detox_threat,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,detox_toxicity,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_admiration,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_amusement,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_anger,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_annoyance,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_approval,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_caring,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_confusion,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_curiosity,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_desire,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_disappointment,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_disapproval,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_disgust,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_embarrassment,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_excitement,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_fear,818,658,30,818,100,160,100,0,0,False
Gospel / Christian,emotion_gratitude,818,658,30,818,100,160,100,0,0,False
